biome_lineage,biome_name,sample_accession,host_scientific_name,run_accession,experiment_type
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268021,Apis mellifera,ERR1548736,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268022,Apis mellifera,ERR1548737,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268023,Apis mellifera,ERR1548738,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268024,Apis mellifera,ERR1548739,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268025,Apis mellifera,ERR1548740,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268026,Apis mellifera,ERR1548741,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268027,Apis mellifera,ERR1548742,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268028,Apis mellifera,ERR1548743,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268029,Apis mellifera,ERR1548744,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268030,Apis mellifera,ERR1548745,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268031,Apis mellifera,ERR1548746,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268032,Apis mellifera,ERR1548747,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268033,Apis mellifera,ERR1548748,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268034,Apis mellifera,ERR1548749,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268035,Apis mellifera,ERR1548750,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268036,Apis mellifera,ERR1548751,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268037,Apis mellifera,ERR1548752,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268038,Apis mellifera,ERR1548753,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268039,Apis mellifera,ERR1548754,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268040,Apis mellifera,ERR1548755,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268041,Apis mellifera,ERR1548756,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268042,Apis mellifera,ERR1548757,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268043,Apis mellifera,ERR1548758,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268044,Apis mellifera,ERR1548759,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268045,Apis mellifera,ERR1548760,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268046,Apis mellifera,ERR1548761,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268047,Apis mellifera,ERR1548762,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268048,Apis mellifera,ERR1548763,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268049,Apis mellifera,ERR1548764,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268050,Apis mellifera,ERR1548765,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268051,Apis mellifera,ERR1548766,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268052,Apis mellifera,ERR1548767,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268053,Apis mellifera,ERR1548768,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268054,Apis mellifera,ERR1548769,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268055,Apis mellifera,ERR1548770,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268056,Apis mellifera,ERR1548771,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268057,Apis mellifera,ERR1548772,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268058,Apis mellifera,ERR1548773,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268059,Apis mellifera,ERR1548774,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268060,Apis mellifera,ERR1548775,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268061,Apis mellifera,ERR1548776,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268062,Apis mellifera,ERR1548777,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268063,Apis mellifera,ERR1548778,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268064,Apis mellifera,ERR1548779,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268065,Apis mellifera,ERR1548780,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268066,Apis mellifera,ERR1548781,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268067,Apis mellifera,ERR1548782,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268068,Apis mellifera,ERR1548783,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268069,Apis mellifera,ERR1548784,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268070,Apis mellifera,ERR1548785,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268071,Apis mellifera,ERR1548786,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268072,Apis mellifera,ERR1548787,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268073,Apis mellifera,ERR1548788,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1268074,Apis mellifera,ERR1548789,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267905,Apis mellifera,ERR1548620,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267906,Apis mellifera,ERR1548621,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267907,Apis mellifera,ERR1548622,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267908,Apis mellifera,ERR1548623,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267909,Apis mellifera,ERR1548624,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267910,Apis mellifera,ERR1548625,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267911,Apis mellifera,ERR1548626,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267912,Apis mellifera,ERR1548627,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267913,Apis mellifera,ERR1548628,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267914,Apis mellifera,ERR1548629,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267915,Apis mellifera,ERR1548630,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267916,Apis mellifera,ERR1548631,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267917,Apis mellifera,ERR1548632,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267918,Apis mellifera,ERR1548633,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267919,Apis mellifera,ERR1548634,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267920,Apis mellifera,ERR1548635,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267921,Apis mellifera,ERR1548636,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267922,Apis mellifera,ERR1548637,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267923,Apis mellifera,ERR1548638,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267924,Apis mellifera,ERR1548639,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267925,Apis mellifera,ERR1548640,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267926,Apis mellifera,ERR1548641,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267927,Apis mellifera,ERR1548642,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267928,Apis mellifera,ERR1548643,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267929,Apis mellifera,ERR1548644,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267930,Apis mellifera,ERR1548645,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267931,Apis mellifera,ERR1548646,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267932,Apis mellifera,ERR1548647,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267933,Apis mellifera,ERR1548648,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267934,Apis mellifera,ERR1548649,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267935,Apis mellifera,ERR1548650,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267936,Apis mellifera,ERR1548651,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267937,Apis mellifera,ERR1548652,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267938,Apis mellifera,ERR1548653,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267939,Apis mellifera,ERR1548654,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267940,Apis mellifera,ERR1548655,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267941,Apis mellifera,ERR1548656,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267942,Apis mellifera,ERR1548657,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267943,Apis mellifera,ERR1548658,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267944,Apis mellifera,ERR1548659,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267945,Apis mellifera,ERR1548660,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267946,Apis mellifera,ERR1548661,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267947,Apis mellifera,ERR1548662,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267948,Apis mellifera,ERR1548663,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267949,Apis mellifera,ERR1548664,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267950,Apis mellifera,ERR1548665,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267951,Apis mellifera,ERR1548666,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267952,Apis mellifera,ERR1548667,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267953,Apis mellifera,ERR1548668,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267954,Apis mellifera,ERR1548669,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267955,Apis mellifera,ERR1548670,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267956,Apis mellifera,ERR1548671,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267957,Apis mellifera,ERR1548672,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267958,Apis mellifera,ERR1548673,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267959,Apis mellifera,ERR1548674,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267960,Apis mellifera,ERR1548675,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267961,Apis mellifera,ERR1548676,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267962,Apis mellifera,ERR1548677,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267963,Apis mellifera,ERR1548678,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267964,Apis mellifera,ERR1548679,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267965,Apis mellifera,ERR1548680,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267966,Apis mellifera,ERR1548681,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267967,Apis mellifera,ERR1548682,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267968,Apis mellifera,ERR1548683,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267969,Apis mellifera,ERR1548684,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267970,Apis mellifera,ERR1548685,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267971,Apis mellifera,ERR1548686,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267972,Apis mellifera,ERR1548687,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267973,Apis mellifera,ERR1548688,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267974,Apis mellifera,ERR1548689,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS1267975,Apis mellifera,ERR1548690,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),DRS019882,,DRR019499,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647557,,ERR2734460,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647558,,ERR2734461,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647559,,ERR2734462,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647561,,ERR2734464,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647562,,ERR2734465,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647563,,ERR2734466,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647564,,ERR2734467,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647565,,ERR2734468,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647566,,ERR2734469,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647567,,ERR2734470,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647568,,ERR2734471,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647569,,ERR2734472,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647570,,ERR2734473,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647571,,ERR2734497,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647572,,ERR2734498,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647573,,ERR2734499,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647574,,ERR2734500,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647575,,ERR2734501,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647576,,ERR2734502,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647577,,ERR2734503,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647578,,ERR2734504,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647579,,ERR2734505,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647580,,ERR2734506,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647581,,ERR2734507,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647582,,ERR2734508,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647583,,ERR2734509,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647584,,ERR2734510,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647585,,ERR2734533,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647586,,ERR2734534,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647587,,ERR2734535,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647588,,ERR2734536,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647589,,ERR2734537,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647590,,ERR2734538,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647591,,ERR2734539,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647592,,ERR2734540,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647593,,ERR2734541,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647594,,ERR2734542,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647595,,ERR2734543,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647596,,ERR2734544,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647597,,ERR2734545,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647598,,ERR2734569,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647599,,ERR2734570,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647600,,ERR2734571,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647601,,ERR2734572,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647602,,ERR2734573,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647603,,ERR2734574,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647604,,ERR2734575,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647605,,ERR2734576,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647606,,ERR2734577,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647607,,ERR2734578,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647608,,ERR2734579,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647609,,ERR2734580,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647610,,ERR2734581,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647611,,ERR2734582,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647612,,ERR2734583,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647613,,ERR2734606,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647614,,ERR2734607,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647615,,ERR2734608,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647616,,ERR2734609,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647617,,ERR2734610,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647618,,ERR2734611,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647619,,ERR2734612,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647620,,ERR2734613,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647621,,ERR2734614,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647622,,ERR2734615,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647623,,ERR2734616,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647624,,ERR2734617,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647625,,ERR2734641,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647626,,ERR2734642,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647627,,ERR2734643,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647628,,ERR2734644,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647629,,ERR2734645,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647630,,ERR2734646,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647631,,ERR2734647,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647632,,ERR2734648,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647633,,ERR2734649,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647634,,ERR2734650,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647635,,ERR2734651,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647636,,ERR2734652,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647637,,ERR2734653,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647638,,ERR2734654,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647639,,ERR2734678,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647640,,ERR2734679,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647641,,ERR2734680,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647642,,ERR2734681,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647643,,ERR2734682,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647644,,ERR2734683,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647645,,ERR2734684,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647646,,ERR2734685,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647647,,ERR2734686,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647648,,ERR2734687,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647649,,ERR2734688,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647650,,ERR2734689,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647651,,ERR2734690,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647652,,ERR2734691,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647653,,ERR2734446,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647654,,ERR2734447,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647655,,ERR2734448,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647656,,ERR2734449,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647657,,ERR2734450,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647658,,ERR2734451,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647659,,ERR2734452,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647660,,ERR2734453,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647661,,ERR2734454,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647662,,ERR2734455,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647663,,ERR2734456,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647664,,ERR2734457,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647665,,ERR2734458,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647666,,ERR2734459,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647667,,ERR2734482,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647668,,ERR2734483,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647669,,ERR2734484,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647670,,ERR2734485,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647671,,ERR2734486,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647672,,ERR2734487,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647673,,ERR2734488,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647674,,ERR2734489,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647675,,ERR2734490,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647676,,ERR2734491,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647677,,ERR2734492,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647678,,ERR2734493,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647679,,ERR2734494,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647680,,ERR2734495,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647681,,ERR2734496,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647682,,ERR2734518,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647683,,ERR2734519,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647684,,ERR2734520,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647685,,ERR2734521,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647686,,ERR2734522,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647687,,ERR2734523,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647688,,ERR2734524,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647689,,ERR2734525,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647690,,ERR2734526,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647691,,ERR2734527,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647692,,ERR2734528,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647693,,ERR2734529,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647694,,ERR2734530,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647695,,ERR2734531,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647696,,ERR2734532,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647697,,ERR2734554,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647698,,ERR2734555,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647699,,ERR2734556,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647700,,ERR2734557,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647701,,ERR2734558,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647702,,ERR2734559,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647703,,ERR2734560,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647704,,ERR2734561,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647705,,ERR2734562,amplicon
root:Host-associated:Insecta,Insecta (excl. sub-lineages),ERS2647706,,ERR2734563,amplicon
